Date,State,Disease,Disease_Count,Year,Month,Season
2019-07-27,Delhi,Headache,15,2019,7,Summer
2022-01-26,Telangana,Cough,6,2022,1,Winter
2023-01-21,Andhra Pradesh,Diarrhea,7,2023,1,Winter
2023-10-25,Delhi,Cough,25,2023,10,Autumn
2024-07-09,Telangana,Diarrhea,12,2024,7,Summer
2019-01-05,Telangana,Skin Rash,24,2019,1,Winter
2017-04-27,Delhi,Skin Rash,17,2017,4,Spring
2020-04-08,Karnataka,Diarrhea,6,2020,4,Spring
2023-10-12,Andhra Pradesh,Diarrhea,12,2023,10,Autumn
2017-04-12,Andhra Pradesh,Headache,29,2017,4,Spring
2018-10-01,Telangana,Headache,20,2018,10,Autumn
2022-07-09,Telangana,Dengue,19,2022,7,Summer
2019-01-28,Karnataka,Allergy,35,2019,1,Winter
2021-10-02,Telangana,Diarrhea,14,2021,10,Autumn
2016-04-05,Telangana,Cold,25,2016,4,Spring
2021-10-04,Telangana,Malaria,15,2021,10,Autumn
2022-10-21,Telangana,Headache,22,2022,10,Autumn
2023-07-09,Telangana,Headache,18,2023,7,Summer
2024-04-10,Delhi,Cold,13,2024,4,Spring
2024-04-27,Andhra Pradesh,Cold,22,2024,4,Spring
2022-07-03,Andhra Pradesh,Malaria,19,2022,7,Summer
2018-07-01,Delhi,Allergy,22,2018,7,Summer
2020-04-02,Telangana,Diarrhea,6,2020,4,Spring
2021-01-16,Karnataka,Skin Rash,24,2021,1,Winter
2016-10-08,Andhra Pradesh,Dengue,23,2016,10,Autumn
2020-07-10,Delhi,Skin Rash,16,2020,7,Summer
2022-04-03,Delhi,Diarrhea,14,2022,4,Spring
2022-07-20,Delhi,Diarrhea,17,2022,7,Summer
2019-07-13,Delhi,Headache,8,2019,7,Summer
2024-04-08,Delhi,Cold,10,2024,4,Spring
2017-01-13,Delhi,Cough,35,2017,1,Winter
2022-04-18,Delhi,Cough,20,2022,4,Spring
2023-10-25,Andhra Pradesh,Malaria,27,2023,10,Autumn
2024-04-10,Delhi,Allergy,22,2024,4,Spring
2021-01-14,Delhi,Dengue,21,2021,1,Winter
2018-10-01,Andhra Pradesh,Allergy,32,2018,10,Autumn
2016-10-21,Telangana,Malaria,10,2016,10,Autumn
2017-04-20,Karnataka,Headache,9,2017,4,Spring
2021-04-05,Karnataka,Diarrhea,3,2021,4,Spring
2017-01-21,Telangana,Cold,33,2017,1,Winter
2024-04-11,Telangana,Malaria,6,2024,4,Spring
2024-10-19,Delhi,Headache,12,2024,10,Autumn
2016-07-01,Telangana,Diarrhea,8,2016,7,Summer
2018-07-10,Telangana,Diarrhea,13,2018,7,Summer
2021-10-07,Delhi,Cough,27,2021,10,Autumn
2022-01-12,Delhi,Cold,23,2022,1,Winter
2022-01-01,Karnataka,Skin Rash,21,2022,1,Winter
2021-07-14,Andhra Pradesh,Fever,21,2021,7,Summer
2024-07-21,Karnataka,Eye Infection,15,2024,7,Summer
2023-07-07,Andhra Pradesh,Malaria,26,2023,7,Summer
2024-10-21,Karnataka,Allergy,26,2024,10,Autumn
2018-01-08,Karnataka,Malaria,15,2018,1,Winter
2022-04-11,Telangana,Dengue,21,2022,4,Spring
2019-01-10,Andhra Pradesh,Fever,26,2019,1,Winter
2020-01-15,Telangana,Malaria,16,2020,1,Winter
2018-10-19,Andhra Pradesh,Malaria,19,2018,10,Autumn
2022-04-26,Karnataka,Skin Rash,20,2022,4,Spring
2017-04-04,Karnataka,Allergy,26,2017,4,Spring
2017-01-05,Delhi,Diarrhea,17,2017,1,Winter
2017-10-22,Telangana,Diarrhea,14,2017,10,Autumn
2017-04-16,Karnataka,Dengue,10,2017,4,Spring
2024-04-10,Andhra Pradesh,Cough,25,2024,4,Spring
2016-07-28,Delhi,Cough,32,2016,7,Summer
2017-04-27,Karnataka,Allergy,20,2017,4,Spring
2021-01-27,Delhi,Allergy,31,2021,1,Winter
2016-04-01,Andhra Pradesh,Malaria,16,2016,4,Spring
2018-10-25,Karnataka,Cold,9,2018,10,Autumn
2016-01-07,Karnataka,Diarrhea,4,2016,1,Winter
2020-10-11,Andhra Pradesh,Skin Rash,14,2020,10,Autumn
2021-04-20,Telangana,Eye Infection,14,2021,4,Spring
2019-04-21,Telangana,Eye Infection,13,2019,4,Spring
2019-07-09,Delhi,Eye Infection,26,2019,7,Summer
2016-04-23,Andhra Pradesh,Dengue,25,2016,4,Spring
2022-04-02,Andhra Pradesh,Skin Rash,13,2022,4,Spring
2018-04-25,Telangana,Diarrhea,8,2018,4,Spring
2016-04-11,Karnataka,Cough,11,2016,4,Spring
2019-04-21,Delhi,Malaria,7,2019,4,Spring
2020-07-01,Telangana,Skin Rash,17,2020,7,Summer
2018-01-08,Telangana,Headache,28,2018,1,Winter
2017-01-21,Telangana,Diarrhea,13,2017,1,Winter
2018-04-05,Delhi,Fever,18,2018,4,Spring
2020-10-18,Delhi,Eye Infection,22,2020,10,Autumn
2024-01-16,Delhi,Diarrhea,15,2024,1,Winter
2023-10-10,Karnataka,Cold,12,2023,10,Autumn
2016-07-07,Andhra Pradesh,Diarrhea,6,2016,7,Summer
2016-07-06,Andhra Pradesh,Skin Rash,21,2016,7,Summer
2019-04-21,Telangana,Fever,21,2019,4,Spring
2021-01-08,Andhra Pradesh,Cold,28,2021,1,Winter
2024-07-23,Andhra Pradesh,Cough,25,2024,7,Summer
2018-04-11,Karnataka,Headache,3,2018,4,Spring
2016-10-19,Karnataka,Cough,11,2016,10,Autumn
2022-04-26,Karnataka,Headache,9,2022,4,Spring
2022-04-06,Andhra Pradesh,Cough,24,2022,4,Spring
2016-04-10,Telangana,Allergy,13,2016,4,Spring
2022-07-19,Delhi,Skin Rash,18,2022,7,Summer
2018-10-02,Telangana,Allergy,21,2018,10,Autumn
2024-04-13,Telangana,Cold,20,2024,4,Spring
2016-01-14,Telangana,Skin Rash,22,2016,1,Winter
2020-10-17,Telangana,Malaria,7,2020,10,Autumn
2021-10-13,Andhra Pradesh,Diarrhea,11,2021,10,Autumn
2024-04-19,Karnataka,Malaria,9,2024,4,Spring
2022-04-27,Karnataka,Eye Infection,10,2022,4,Spring
2017-04-04,Telangana,Dengue,19,2017,4,Spring
2022-07-12,Telangana,Headache,24,2022,7,Summer
2017-01-11,Karnataka,Dengue,13,2017,1,Winter
2022-01-16,Karnataka,Headache,9,2022,1,Winter
2023-07-09,Delhi,Cold,23,2023,7,Summer
2016-10-15,Karnataka,Malaria,10,2016,10,Autumn
2022-04-02,Andhra Pradesh,Cough,27,2022,4,Spring
2021-04-13,Andhra Pradesh,Malaria,17,2021,4,Spring
2018-04-09,Delhi,Cough,20,2018,4,Spring
2018-04-10,Andhra Pradesh,Skin Rash,13,2018,4,Spring
2019-10-23,Delhi,Malaria,5,2019,10,Autumn
2022-07-15,Delhi,Dengue,21,2022,7,Summer
2022-01-20,Karnataka,Allergy,34,2022,1,Winter
2022-10-02,Delhi,Fever,20,2022,10,Autumn
2021-04-25,Delhi,Skin Rash,16,2021,4,Spring
2020-10-08,Karnataka,Fever,12,2020,10,Autumn
2022-10-17,Andhra Pradesh,Fever,24,2022,10,Autumn
2019-07-09,Karnataka,Diarrhea,4,2019,7,Summer
2018-10-20,Karnataka,Malaria,10,2018,10,Autumn
2023-10-04,Andhra Pradesh,Headache,27,2023,10,Autumn
2017-07-13,Andhra Pradesh,Headache,33,2017,7,Summer
2017-07-05,Andhra Pradesh,Fever,21,2017,7,Summer
2021-01-24,Delhi,Eye Infection,20,2021,1,Winter
2017-10-04,Andhra Pradesh,Cough,27,2017,10,Autumn
2016-01-28,Delhi,Malaria,9,2016,1,Winter
2019-07-16,Andhra Pradesh,Eye Infection,17,2019,7,Summer
2019-01-10,Andhra Pradesh,Dengue,34,2019,1,Winter
2023-04-24,Karnataka,Cough,10,2023,4,Spring
2024-10-24,Delhi,Skin Rash,16,2024,10,Autumn
2021-07-24,Delhi,Eye Infection,27,2021,7,Summer
2016-01-19,Telangana,Eye Infection,19,2016,1,Winter
2023-07-04,Telangana,Fever,23,2023,7,Summer
2021-10-02,Karnataka,Skin Rash,19,2021,10,Autumn
2016-10-07,Delhi,Headache,13,2016,10,Autumn
2017-04-14,Andhra Pradesh,Diarrhea,10,2017,4,Spring
2019-07-18,Andhra Pradesh,Cold,21,2019,7,Summer
2023-04-06,Telangana,Skin Rash,15,2023,4,Spring
2022-07-07,Karnataka,Cough,12,2022,7,Summer
2019-07-12,Delhi,Dengue,23,2019,7,Summer
2016-04-07,Karnataka,Allergy,28,2016,4,Spring
2019-04-28,Telangana,Cold,22,2019,4,Spring
2022-01-11,Delhi,Headache,11,2022,1,Winter
2018-07-14,Delhi,Eye Infection,29,2018,7,Summer
2024-07-20,Telangana,Eye Infection,24,2024,7,Summer
2020-04-02,Delhi,Allergy,18,2020,4,Spring
2017-07-26,Andhra Pradesh,Headache,31,2017,7,Summer
2019-04-06,Delhi,Dengue,17,2019,4,Spring
2016-10-20,Delhi,Diarrhea,11,2016,10,Autumn
2021-07-09,Karnataka,Diarrhea,7,2021,7,Summer
2017-07-26,Karnataka,Malaria,11,2017,7,Summer
2023-01-26,Delhi,Skin Rash,27,2023,1,Winter
2023-01-11,Delhi,Skin Rash,24,2023,1,Winter
2019-07-07,Telangana,Allergy,20,2019,7,Summer
2017-07-17,Andhra Pradesh,Fever,22,2017,7,Summer
2018-04-03,Karnataka,Headache,6,2018,4,Spring
2023-01-13,Delhi,Cough,23,2023,1,Winter
2019-07-14,Andhra Pradesh,Dengue,26,2019,7,Summer
2023-10-01,Delhi,Skin Rash,20,2023,10,Autumn
2016-04-13,Karnataka,Cold,6,2016,4,Spring
2018-07-27,Andhra Pradesh,Eye Infection,22,2018,7,Summer
2021-04-28,Karnataka,Malaria,10,2021,4,Spring
2022-07-12,Telangana,Diarrhea,11,2022,7,Summer
2017-07-06,Karnataka,Allergy,30,2017,7,Summer
2022-04-28,Karnataka,Cough,6,2022,4,Spring
2022-04-24,Karnataka,Dengue,6,2022,4,Spring
2017-07-07,Telangana,Headache,24,2017,7,Summer
2019-04-06,Karnataka,Diarrhea,2,2019,4,Spring
2022-04-08,Andhra Pradesh,Fever,14,2022,4,Spring
2016-01-22,Delhi,Skin Rash,16,2016,1,Winter
2021-10-18,Andhra Pradesh,Headache,25,2021,10,Autumn
2024-07-24,Andhra Pradesh,Dengue,23,2024,7,Summer
2016-04-23,Telangana,Headache,23,2016,4,Spring
2024-04-11,Karnataka,Cold,4,2024,4,Spring
2024-04-06,Telangana,Allergy,14,2024,4,Spring
2020-10-24,Telangana,Headache,21,2020,10,Autumn
2019-07-20,Karnataka,Headache,9,2019,7,Summer
2018-04-19,Telangana,Fever,24,2018,4,Spring
2024-07-18,Andhra Pradesh,Dengue,20,2024,7,Summer
2023-04-09,Karnataka,Malaria,11,2023,4,Spring
2020-07-27,Andhra Pradesh,Cold,20,2020,7,Summer
2022-04-15,Karnataka,Eye Infection,11,2022,4,Spring
2023-01-14,Telangana,Diarrhea,15,2023,1,Winter
2019-01-12,Andhra Pradesh,Malaria,21,2019,1,Winter
2020-01-12,Telangana,Headache,23,2020,1,Winter
2017-04-08,Andhra Pradesh,Headache,24,2017,4,Spring
2021-01-18,Andhra Pradesh,Diarrhea,8,2021,1,Winter
2022-04-11,Telangana,Skin Rash,15,2022,4,Spring
2020-07-16,Andhra Pradesh,Cold,16,2020,7,Summer
2023-04-03,Telangana,Cold,26,2023,4,Spring
2022-10-07,Delhi,Diarrhea,13,2022,10,Autumn
2018-04-25,Delhi,Eye Infection,19,2018,4,Spring
2023-07-05,Telangana,Cold,32,2023,7,Summer
2021-07-18,Delhi,Fever,16,2021,7,Summer
2024-04-21,Telangana,Allergy,16,2024,4,Spring
2016-07-07,Karnataka,Cough,6,2016,7,Summer
2023-10-20,Karnataka,Eye Infection,4,2023,10,Autumn
2024-10-16,Karnataka,Cold,13,2024,10,Autumn
2020-01-02,Karnataka,Fever,19,2020,1,Winter
2022-07-24,Delhi,Cold,19,2022,7,Summer
2018-04-04,Karnataka,Headache,8,2018,4,Spring
2020-01-09,Telangana,Dengue,20,2020,1,Winter
2016-01-28,Karnataka,Headache,9,2016,1,Winter
2020-07-18,Karnataka,Malaria,18,2020,7,Summer
2023-10-06,Delhi,Allergy,19,2023,10,Autumn
2020-10-25,Delhi,Cough,26,2020,10,Autumn
2020-10-11,Andhra Pradesh,Cold,17,2020,10,Autumn
2023-04-12,Karnataka,Skin Rash,16,2023,4,Spring
2023-07-15,Karnataka,Eye Infection,11,2023,7,Summer
2020-01-16,Karnataka,Malaria,9,2020,1,Winter
2022-07-02,Delhi,Cold,17,2022,7,Summer
2020-01-23,Telangana,Dengue,26,2020,1,Winter
2022-07-20,Andhra Pradesh,Skin Rash,21,2022,7,Summer
2021-01-10,Karnataka,Headache,10,2021,1,Winter
2021-01-19,Karnataka,Fever,18,2021,1,Winter
2023-01-15,Andhra Pradesh,Fever,23,2023,1,Winter
2021-04-14,Delhi,Headache,11,2021,4,Spring
2017-10-03,Andhra Pradesh,Fever,19,2017,10,Autumn
2018-07-18,Telangana,Diarrhea,12,2018,7,Summer
2019-10-23,Delhi,Diarrhea,7,2019,10,Autumn
2017-01-20,Telangana,Eye Infection,16,2017,1,Winter
2019-10-10,Andhra Pradesh,Cough,29,2019,10,Autumn
2022-07-05,Andhra Pradesh,Diarrhea,18,2022,7,Summer
2024-04-17,Telangana,Cough,11,2024,4,Spring
2021-01-04,Delhi,Cough,26,2021,1,Winter
2023-07-24,Karnataka,Malaria,12,2023,7,Summer
2020-01-14,Delhi,Eye Infection,28,2020,1,Winter
2024-07-17,Karnataka,Diarrhea,3,2024,7,Summer
2021-01-17,Telangana,Fever,17,2021,1,Winter
2016-10-01,Delhi,Skin Rash,15,2016,10,Autumn
2017-01-16,Karnataka,Dengue,10,2017,1,Winter
2020-10-10,Andhra Pradesh,Cough,26,2020,10,Autumn
2023-10-15,Andhra Pradesh,Cold,23,2023,10,Autumn
2019-07-13,Andhra Pradesh,Allergy,32,2019,7,Summer
2018-01-24,Delhi,Fever,22,2018,1,Winter
2019-01-09,Telangana,Fever,22,2019,1,Winter
2024-07-14,Telangana,Dengue,18,2024,7,Summer
2018-04-03,Andhra Pradesh,Fever,19,2018,4,Spring
2022-01-13,Delhi,Malaria,7,2022,1,Winter
2021-10-02,Andhra Pradesh,Allergy,35,2021,10,Autumn
2018-10-14,Delhi,Skin Rash,17,2018,10,Autumn
2021-04-27,Telangana,Allergy,24,2021,4,Spring
2022-04-05,Andhra Pradesh,Allergy,29,2022,4,Spring
2021-01-28,Karnataka,Skin Rash,25,2021,1,Winter
2017-07-27,Karnataka,Diarrhea,9,2017,7,Summer
2019-10-01,Karnataka,Eye Infection,6,2019,10,Autumn
2020-07-03,Karnataka,Allergy,35,2020,7,Summer
2021-07-23,Telangana,Fever,21,2021,7,Summer
2021-01-06,Telangana,Skin Rash,19,2021,1,Winter
2016-04-14,Andhra Pradesh,Cold,19,2016,4,Spring
2022-04-20,Andhra Pradesh,Dengue,24,2022,4,Spring
2023-07-06,Telangana,Cold,29,2023,7,Summer
2018-10-22,Telangana,Dengue,19,2018,10,Autumn
2023-04-18,Andhra Pradesh,Diarrhea,13,2023,4,Spring
2021-10-05,Delhi,Skin Rash,16,2021,10,Autumn
2020-04-27,Telangana,Skin Rash,11,2020,4,Spring
2017-07-17,Andhra Pradesh,Diarrhea,7,2017,7,Summer
2023-10-28,Delhi,Cough,25,2023,10,Autumn
2020-10-13,Karnataka,Malaria,16,2020,10,Autumn
2021-07-11,Delhi,Eye Infection,21,2021,7,Summer
2020-07-16,Delhi,Skin Rash,19,2020,7,Summer
2020-07-15,Karnataka,Cough,18,2020,7,Summer
2016-01-15,Telangana,Fever,28,2016,1,Winter
2020-04-24,Telangana,Cough,10,2020,4,Spring
2023-10-22,Telangana,Headache,20,2023,10,Autumn
2019-01-16,Karnataka,Fever,17,2019,1,Winter
2018-01-27,Karnataka,Malaria,14,2018,1,Winter
2020-04-17,Andhra Pradesh,Dengue,16,2020,4,Spring
2022-04-08,Delhi,Cold,17,2022,4,Spring
2020-10-25,Delhi,Diarrhea,13,2020,10,Autumn
2023-01-28,Telangana,Allergy,26,2023,1,Winter
2021-07-24,Karnataka,Diarrhea,6,2021,7,Summer
2016-04-21,Delhi,Fever,16,2016,4,Spring
2024-07-04,Delhi,Dengue,23,2024,7,Summer
2018-01-01,Telangana,Headache,29,2018,1,Winter
2024-01-11,Karnataka,Cold,12,2024,1,Winter
2016-10-03,Delhi,Malaria,11,2016,10,Autumn
2016-07-23,Andhra Pradesh,Skin Rash,17,2016,7,Summer
2020-01-18,Andhra Pradesh,Diarrhea,13,2020,1,Winter
2023-01-23,Andhra Pradesh,Diarrhea,14,2023,1,Winter
2021-04-17,Andhra Pradesh,Cold,17,2021,4,Spring
2017-04-08,Delhi,Fever,15,2017,4,Spring
2020-07-02,Delhi,Fever,20,2020,7,Summer
2017-01-12,Karnataka,Allergy,32,2017,1,Winter
2018-04-27,Karnataka,Headache,12,2018,4,Spring
2020-04-07,Karnataka,Malaria,11,2020,4,Spring
2020-07-15,Telangana,Cough,8,2020,7,Summer
2017-07-24,Karnataka,Cold,9,2017,7,Summer
2019-01-16,Karnataka,Allergy,34,2019,1,Winter
2023-10-14,Telangana,Diarrhea,18,2023,10,Autumn
2024-04-23,Karnataka,Cold,10,2024,4,Spring
2023-04-22,Karnataka,Allergy,24,2023,4,Spring
2017-01-23,Karnataka,Fever,16,2017,1,Winter
2019-10-11,Karnataka,Skin Rash,17,2019,10,Autumn
2019-07-01,Delhi,Eye Infection,23,2019,7,Summer
2017-10-02,Delhi,Cough,31,2017,10,Autumn
2021-10-03,Karnataka,Allergy,28,2021,10,Autumn
2016-01-21,Telangana,Fever,24,2016,1,Winter
2024-07-22,Delhi,Diarrhea,18,2024,7,Summer
2022-07-04,Delhi,Skin Rash,17,2022,7,Summer
2022-10-26,Delhi,Cough,27,2022,10,Autumn
2019-04-23,Delhi,Cough,24,2019,4,Spring
2021-07-10,Delhi,Fever,22,2021,7,Summer
2019-10-05,Karnataka,Dengue,6,2019,10,Autumn
2021-01-16,Telangana,Allergy,27,2021,1,Winter
2019-01-03,Andhra Pradesh,Malaria,22,2019,1,Winter
2018-01-25,Telangana,Diarrhea,11,2018,1,Winter
2022-07-27,Karnataka,Dengue,13,2022,7,Summer
2021-10-12,Karnataka,Eye Infection,10,2021,10,Autumn
2019-10-11,Karnataka,Headache,5,2019,10,Autumn
2018-01-10,Karnataka,Headache,6,2018,1,Winter
2020-10-04,Andhra Pradesh,Skin Rash,14,2020,10,Autumn
2024-04-14,Karnataka,Skin Rash,17,2024,4,Spring
2016-01-13,Andhra Pradesh,Eye Infection,22,2016,1,Winter
2021-07-12,Andhra Pradesh,Allergy,35,2021,7,Summer
2022-04-14,Delhi,Eye Infection,19,2022,4,Spring
2017-10-14,Delhi,Cough,23,2017,10,Autumn
2020-10-22,Delhi,Fever,17,2020,10,Autumn
2016-07-22,Delhi,Fever,29,2016,7,Summer
2020-01-08,Telangana,Malaria,10,2020,1,Winter
2022-04-18,Telangana,Malaria,6,2022,4,Spring
2017-01-19,Andhra Pradesh,Eye Infection,23,2017,1,Winter
2020-10-17,Delhi,Cold,16,2020,10,Autumn
2020-01-28,Delhi,Fever,24,2020,1,Winter
2022-04-23,Karnataka,Fever,12,2022,4,Spring
2016-01-15,Delhi,Skin Rash,21,2016,1,Winter
2021-07-18,Delhi,Headache,11,2021,7,Summer
2023-10-26,Karnataka,Headache,5,2023,10,Autumn
2024-07-04,Telangana,Cold,30,2024,7,Summer
2016-10-18,Telangana,Skin Rash,20,2016,10,Autumn
2024-04-28,Telangana,Headache,21,2024,4,Spring
2020-01-23,Andhra Pradesh,Allergy,39,2020,1,Winter
2020-07-23,Karnataka,Eye Infection,12,2020,7,Summer
2021-04-06,Telangana,Skin Rash,11,2021,4,Spring
2022-07-11,Karnataka,Dengue,8,2022,7,Summer
2021-04-27,Andhra Pradesh,Malaria,22,2021,4,Spring
2017-01-18,Karnataka,Headache,5,2017,1,Winter
2021-10-11,Delhi,Cold,15,2021,10,Autumn
2018-01-09,Karnataka,Malaria,13,2018,1,Winter
2018-04-28,Telangana,Headache,20,2018,4,Spring
2024-10-07,Karnataka,Dengue,11,2024,10,Autumn
2024-10-28,Delhi,Eye Infection,26,2024,10,Autumn
2023-01-12,Telangana,Fever,21,2023,1,Winter
2020-01-16,Delhi,Cough,31,2020,1,Winter
2023-01-21,Andhra Pradesh,Dengue,26,2023,1,Winter
2017-04-09,Karnataka,Cough,4,2017,4,Spring
2018-01-26,Delhi,Cough,30,2018,1,Winter
2021-04-24,Andhra Pradesh,Cold,13,2021,4,Spring
2023-01-02,Karnataka,Cold,9,2023,1,Winter
2018-07-04,Karnataka,Fever,16,2018,7,Summer
2018-07-24,Telangana,Fever,20,2018,7,Summer
2024-10-21,Delhi,Fever,18,2024,10,Autumn
2022-10-03,Telangana,Dengue,25,2022,10,Autumn
2019-10-27,Telangana,Cough,10,2019,10,Autumn
2021-07-10,Karnataka,Eye Infection,18,2021,7,Summer
2019-10-01,Delhi,Dengue,18,2019,10,Autumn
2021-10-23,Delhi,Eye Infection,17,2021,10,Autumn
2020-10-17,Karnataka,Cold,9,2020,10,Autumn
2019-07-02,Telangana,Skin Rash,24,2019,7,Summer
2023-04-27,Andhra Pradesh,Cold,17,2023,4,Spring
2023-04-14,Andhra Pradesh,Allergy,24,2023,4,Spring
2024-04-19,Karnataka,Headache,9,2024,4,Spring
2016-07-24,Telangana,Malaria,7,2016,7,Summer
2018-10-10,Andhra Pradesh,Diarrhea,11,2018,10,Autumn
2024-04-22,Andhra Pradesh,Cough,24,2024,4,Spring
2021-04-25,Karnataka,Cold,12,2021,4,Spring
2023-10-01,Andhra Pradesh,Eye Infection,15,2023,10,Autumn
2018-10-01,Delhi,Cold,18,2018,10,Autumn
2024-10-15,Andhra Pradesh,Cough,24,2024,10,Autumn
2023-07-14,Delhi,Cough,23,2023,7,Summer
2016-04-01,Andhra Pradesh,Diarrhea,6,2016,4,Spring
2021-01-25,Telangana,Fever,24,2021,1,Winter
2023-10-11,Delhi,Allergy,20,2023,10,Autumn
2016-01-24,Karnataka,Skin Rash,30,2016,1,Winter
2024-10-06,Telangana,Malaria,8,2024,10,Autumn
2020-07-16,Telangana,Skin Rash,21,2020,7,Summer
2018-10-01,Delhi,Diarrhea,11,2018,10,Autumn
2018-10-07,Karnataka,Eye Infection,10,2018,10,Autumn
2018-01-17,Delhi,Cold,20,2018,1,Winter
2021-10-19,Delhi,Malaria,7,2021,10,Autumn
2016-07-08,Karnataka,Eye Infection,11,2016,7,Summer
2023-04-19,Delhi,Headache,17,2023,4,Spring
2018-10-27,Karnataka,Dengue,6,2018,10,Autumn
2023-07-26,Delhi,Malaria,6,2023,7,Summer
2021-01-03,Delhi,Diarrhea,16,2021,1,Winter
2024-04-05,Delhi,Diarrhea,15,2024,4,Spring
2019-07-13,Delhi,Malaria,6,2019,7,Summer
2021-10-09,Karnataka,Eye Infection,14,2021,10,Autumn
2021-10-10,Karnataka,Cold,12,2021,10,Autumn
2021-01-22,Delhi,Skin Rash,18,2021,1,Winter
2021-01-10,Karnataka,Allergy,36,2021,1,Winter
2017-10-19,Telangana,Cough,6,2017,10,Autumn
2021-04-11,Karnataka,Fever,13,2021,4,Spring
2017-01-28,Telangana,Dengue,22,2017,1,Winter
2020-04-13,Delhi,Skin Rash,19,2020,4,Spring
2016-04-13,Karnataka,Allergy,21,2016,4,Spring
2016-10-27,Andhra Pradesh,Eye Infection,24,2016,10,Autumn
2024-04-05,Andhra Pradesh,Dengue,20,2024,4,Spring
2024-10-06,Andhra Pradesh,Fever,19,2024,10,Autumn
2017-07-21,Andhra Pradesh,Cough,35,2017,7,Summer
2017-10-26,Delhi,Fever,17,2017,10,Autumn
2019-04-18,Karnataka,Diarrhea,5,2019,4,Spring
2023-01-19,Andhra Pradesh,Skin Rash,25,2023,1,Winter
2020-04-02,Telangana,Cold,26,2020,4,Spring
2018-01-16,Andhra Pradesh,Dengue,28,2018,1,Winter
2022-07-18,Karnataka,Eye Infection,9,2022,7,Summer
2018-10-17,Telangana,Dengue,21,2018,10,Autumn
2023-01-25,Delhi,Eye Infection,19,2023,1,Winter
2020-04-25,Andhra Pradesh,Cold,18,2020,4,Spring
2022-10-18,Delhi,Skin Rash,15,2022,10,Autumn
2020-07-19,Telangana,Cough,11,2020,7,Summer
2017-04-08,Telangana,Skin Rash,18,2017,4,Spring
2020-01-16,Karnataka,Eye Infection,18,2020,1,Winter
2020-07-26,Delhi,Headache,16,2020,7,Summer
2016-01-07,Delhi,Skin Rash,17,2016,1,Winter
2017-01-12,Andhra Pradesh,Malaria,29,2017,1,Winter
2024-01-25,Telangana,Fever,19,2024,1,Winter
2019-10-15,Andhra Pradesh,Cold,17,2019,10,Autumn
2020-10-28,Andhra Pradesh,Allergy,27,2020,10,Autumn
2021-01-04,Telangana,Skin Rash,24,2021,1,Winter
2016-01-06,Andhra Pradesh,Cough,27,2016,1,Winter
2024-10-21,Karnataka,Skin Rash,23,2024,10,Autumn
2019-07-10,Telangana,Malaria,4,2019,7,Summer
2017-10-17,Andhra Pradesh,Dengue,28,2017,10,Autumn
2020-01-17,Delhi,Allergy,25,2020,1,Winter
2020-10-11,Andhra Pradesh,Cough,29,2020,10,Autumn
2017-04-23,Andhra Pradesh,Cough,17,2017,4,Spring
2021-04-03,Andhra Pradesh,Cold,18,2021,4,Spring
2021-01-14,Delhi,Dengue,21,2021,1,Winter
2016-10-07,Andhra Pradesh,Cough,24,2016,10,Autumn
2021-07-03,Andhra Pradesh,Eye Infection,19,2021,7,Summer
2017-04-26,Andhra Pradesh,Dengue,18,2017,4,Spring
2022-10-18,Telangana,Headache,19,2022,10,Autumn
2024-07-09,Andhra Pradesh,Malaria,19,2024,7,Summer
2022-04-16,Karnataka,Malaria,11,2022,4,Spring
2024-04-05,Karnataka,Headache,6,2024,4,Spring
2018-07-12,Andhra Pradesh,Allergy,33,2018,7,Summer
2017-04-08,Telangana,Eye Infection,16,2017,4,Spring
2019-10-06,Delhi,Headache,8,2019,10,Autumn
2022-01-18,Andhra Pradesh,Diarrhea,9,2022,1,Winter
2023-01-11,Andhra Pradesh,Headache,32,2023,1,Winter
2017-01-24,Delhi,Fever,28,2017,1,Winter
2021-07-25,Andhra Pradesh,Cold,26,2021,7,Summer
2024-07-09,Telangana,Malaria,8,2024,7,Summer
2017-07-21,Andhra Pradesh,Cough,27,2017,7,Summer
2020-07-16,Karnataka,Cough,18,2020,7,Summer
2019-07-05,Delhi,Diarrhea,17,2019,7,Summer
2017-01-15,Delhi,Dengue,20,2017,1,Winter
2022-04-01,Karnataka,Headache,0,2022,4,Spring
2024-10-14,Karnataka,Skin Rash,19,2024,10,Autumn
2021-01-26,Karnataka,Cough,5,2021,1,Winter
2017-01-05,Karnataka,Diarrhea,8,2017,1,Winter
2021-10-18,Karnataka,Cough,9,2021,10,Autumn
2022-10-27,Karnataka,Headache,12,2022,10,Autumn
2023-04-05,Karnataka,Headache,6,2023,4,Spring
2020-01-02,Delhi,Malaria,11,2020,1,Winter
2019-10-12,Delhi,Skin Rash,15,2019,10,Autumn
2023-04-07,Andhra Pradesh,Cold,20,2023,4,Spring
2023-04-19,Karnataka,Fever,16,2023,4,Spring
2020-10-26,Delhi,Fever,20,2020,10,Autumn
2024-04-08,Karnataka,Diarrhea,0,2024,4,Spring
2019-04-26,Delhi,Allergy,20,2019,4,Spring
2023-04-23,Delhi,Dengue,15,2023,4,Spring
2017-01-03,Karnataka,Allergy,32,2017,1,Winter
2023-07-25,Delhi,Cough,28,2023,7,Summer
2023-04-23,Telangana,Cough,8,2023,4,Spring
